company_name;founded;industry;location;about;stage;amount;Table
True Balance;2014;FinTech;Gurugram;True Balance is a digital wallet that enables users to access utility bill payment and other financial products.;Debt;9300000;2021
Advantage Club;2014;HR Tech;Gurugram;Advantage Club is India's largest employee engagement platform.;Pre-series A;3069000;2021
leap.club;2014;Community;Gurugram;A community-led professional network for women;Pre-series A;753300;2021
ApplicateAI;2014;Information Technology & Services;Gurugram;‘ApplicateAI’ is an integrated AI BOT platform for Enterprise with defined and curated work-flows for Sales, Consumer Engagement and Employee support and engagement.;Series A;27900000;2021
Spinny;2015;Retail;Gurugram;Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.;Series C;60450000;2021
Smytten;2015;Consumer Goods;Gurugram;India's largest premium discovery and trial platform!;Series A;5580000;2021
Breathe Well-being;2015;Health;Gurugram;Help people to prevent, manage or reverse Type 2 Diabetes through our clinically proven digital program.;Series A;5115000;2021
Pickrr;2015;Logistics & Supply Chain;Gurugram;India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers;Series B;11160000;2021
RenewBuy;2015;FinTech;Gurugram;Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.;Series C;9300000;2021
Swajal;2015;Water purification;Gurugram;Swajal uses clean solar energy to purify drinking water at an affordable rate.;Pre-series A;1488000;2021
Spinny;2015;Automotive;Gurugram;Spinny is a new age used car end-to-end platform in India.;Series D;100440000;2021
RenewBuy;2015;Insuretech;Gurugram;Simplest way to renew car insurance. Get quote and insure car in couple of minutes;Series C;41850000;2021
GoBolt;2015;Logistics;Gurugram;GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.;Series B;18600000;2021
Indifi;2015;FinTech;Gurugram;Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.;Debt;4650000;2021
FarMart;2015;AgriTech;Gurugram;FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices;Pre-series A;22320000;2021
Spinny;2015;Automotive;Gurugram;Spinny is a new age used car end-to-end platform in India.;Series E;230640000;2021
FarMart;2015;Farming;Gurugram;FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.;Series A;9300000;2021
Leena AI;2015;Computer Software;Gurugram;AI to help enterprises transform the employee experience.;Series B;27900000;2021
CARS24;2015;Automotive;Gurugram;CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.;Series F;418500000;2021
OckyPocky;2015;EdTech;Gurugram;OckyPocky is India's 1st interactive English learning app for preschool kids.;Seed;0;2021
TechEagle;2015;Aviation & Aerospace;Gurugram;Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items;Seed;465000;2021
CollegeDekho;2015;EdTech;Gurugram;Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.;Series B;24180000;2021
Doubtnut;2016;EdTech;Gurugram;Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.;Series B;27900000;2021
Knorish;2016;EdTech;Gurugram;Saas platform offers a feature packed platform enables businesses, experts, professionals, artists, instructors, specialists, coaches, people seeking work from home opportunities;Pre-series A;930000;2021
Leegality;2016;IT company;Gurugram;The market standard for eSign, eStamp and Document Workflow in India. Eliminating paper from paperwork since 2016;Pre-series A;0;2021
GoMechanic;2016;Automotive;Gurugram;GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.;Series C;39060000;2021
Nestroots;2016;Fashion;Gurugram;Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.;Seed;93000;2021
Adda247;2016;E-learning;Gurugram;The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams;Series B;18600000;2021
Khabri;2017;Media;Gurugram;Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.;Pre-series A;1860000;2021
PlanetSpark;2017;Education Management;Gurugram;PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years;Series B;12090000;2021
Eggoz;2017;Food & Beverages;Gurugram;Make a meaningful impact to improve the protein consumption of people by enriching the lives of the rural egg farmers.;Series A;3255000;2021
Stylework;2017;Co-working;Gurugram;Stylework is an unconventional co-working space aggregator that is going to change the way people work.;Pre-series A;465000;2021
Tekie;2017;EdTech;Gurugram;Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.;Seed;1395000;2021
ANS Commerce;2017;E-commerce;Gurugram;ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.;Pre-series A;2046000;2021
BookingJini;2017;Hospitality;Gurugram;BookingJini strive to empower Hotels from all aspects ranging from customer outreach to automate their booking process and improve their online presence and revenue to stimulate Top-line and Bottom-line growth.;Pre-series A;1116000;2021
O4S;2017;Information Technology & Services;Gurugram;O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.;Series A;5580000;2021
Chqbook;2017;FinTech;Gurugram;Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.;Pre-series B;4650000;2021
Zypp Electric;2017;Logistics & Supply Chain;Gurugram;Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.;Series A;6510000;2021
Vidyakul;2017;EdTech;Gurugram;Vidyakul is a group of academic experts.;Bridge;465000;2021
Pristyn Care;2018;HealthTech;Gurugram;Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures;Series D;49290000;2021
Solethreads;2018;Fashion;Gurugram;SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.;Series A;930000;2021
PumPumPum;2018;Rental;Gurugram;Pumpumpum is a car rental company.;Pre-series A;651000;2021
CommerceUp;2018;Information Technology;Gurugram;Grow and manage ecommerce business from single dashboard;Seed;0;2021
Pristyn Care;2018;Hospital & Health Care;Gurugram;A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.;Series E;89280000;2021
SplashLearn;2018;EdTech;Gurugram;SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.;Series C;16740000;2021
3SC;2018;Logistics;Gurugram;An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.;Series B;13950000;2021
Fixcraft;2018;Automotive;Gurugram;India's Most Trusted Automotive Repair Brand;Pre-series A;930000;2021
Virohan;2018;EdTech;Gurugram;Virohan is an EdTech company that offers healthcare vocational training to students to build a career in the healthcare industry.;Series A;2790000;2021
ConnectedH;2018;Hospital & Health Care;Gurugram;Connect different sectors of healthcare system and give the patients complete control over their information.;Seed;2139000;2021
GetWork;2019;Recruitment;Gurugram;GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.;Seed;186000;2021
Express Stores;2019;E-commerce;Gurugram;Express Stores is a retail and omnichannel startup company;Seed;930000;2021
DotPe;2019;FinTech;Gurugram;DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.;Seed;7440000;2021
Zingbus;2019;Mobility;Gurugram;Zingbus is a renowned brand in the bus operating industry.;Pre-series A;4650000;2021
NirogGyan;2019;Healthcare;Gurugram;Simplifying Diagnostics for labs, doctors, and people.;Seed;0;2021
LetsDressUp;2019;Apparel & Fashion;Gurugram;Building India's version of Stitch Fix;Pre-series A;279000;2021
Swiflearn;2019;EdTech;Gurugram;Swiflearn provides online tuition classes to small batches to ensure personalised learning.;Pre-series A;2790000;2021
Bueno Finance;2019;FinTech;Gurugram;"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.";Seed;2790000;2021
CityMall;2019;E-commerce;Gurugram;CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.;Series B;20460000;2021
The Switch Fix;2019;HealthCare;Gurugram;The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.;Seed;0;2021
Airblack;2019;IT startup;Gurugram;Airblack is on a mission to help people convert their passion to a livelihood.;Series A;4836000;2021
CityMall;2019;E-commerce;Gurugram;CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.;Series A;10230000;2021
DotPe;2019;FinTech;Gurugram;DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.;Series A;25110000;2021
Reccy Adventures;2019;Sports startup;Gurugram;Reccy Adventures is an adventure sports startup.;Seed;372000;2021
Boingg;2019;Furniture;Gurugram;D2C furniture brand;Seed;186000;2021
Mindhouse;2019;Health, Wellness & Fitness;Gurugram;Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.;Seed;5580000;2021
Gobbly;2019;Retail;Gurugram;A 24x7 automated retail store filled with daily essentials.;Pre-series A;837000;2021
Gigforce;2019;Staffing & Recruiting;Gurugram;A gig/on-demand staffing company.;Pre-series A;2790000;2021
WiT-ACE;2020;Skill development;Gurugram;Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.;Seed;930000;2021
Grip Invest;2020;Financial Services;Gurugram;Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.;Series A;2790000;2021
Rocket Skills;2020;EdTech;Gurugram;Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.;Pre-seed;186000;2021
ChefKart;2020;Consumer Goods;Gurugram;ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.;Pre-seed;279000;2021
Fashinza;2020;Apparel & Fashion;Gurugram;A new-age supply chain and product development platform for the fashion industry.;Series A;18600000;2021
WeSkill;2020;E-learning;Gurugram;Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.;Pre-seed;3720000;2021
OWO Technologies;2020;Food & Beverages;Gurugram;An ecommerce startup offering online beverages and packaged drinking water;Seed;2790000;2021
Unlu;2020;Celebrity Engagement;Gurugram;Personalised Video Shoutout from top celebrities;Seed;930000;2021
GlobalFair;2020;Trading platform;Gurugram;One-stop solution for all your procurement needs;Seed;1860000;2021
Otipy;2020;Food & Beverages;Gurugram;Otipy helps the farmer to deliver farm fresh vegetables & fruits at doorstep.;Series A;9486000;2021
Earth Rhythm;2020;Cosmetics;Gurugram;A mission to make customers healthier and Earth a little greener.;Seed;1116000;2021
Almo;2020;D2C Fashion;Gurugram;Almo is a Premium Men's essentianls wear brand focused on bringing sophisticated yet functional designs to wardrobe.;Seed;0;2021
Kwik Foods;2020;Food & Beverages;Gurugram;Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry;Seed;0;2021
Powerhouse91;2020;Consumer goods;Gurugram;A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.;Seed;0;2021
Questt;2020;EdTech;Gurugram;Questt is a homework app that allows teachers to allocate objective and subjective homework based on selected content.;Seed;930000;2021
Kiko Live;2020;Commerce;Gurugram;Video-based social commerce startup;Pre-series A;930000;2021
SalaryBox;2020;Financial Services;Gurugram;SalaryBox is solution that makes employee management effortless.;Seed;3720000;2021
Svish;2020;Consumer Goods;Gurugram;D2C personal hygiene startup;Seed;372000;2021
Yu Foodlabs;2020;Food & Beverages;Gurugram;Re-imagining Packaged Foods with Natural Ingredients & ZERO Preservatives;Pre-series A;930000;2021
Questt;2020;EdTech;Gurugram;Questt is a Free online homework app that lets teachers assign gamified homework to students.;Series A;6277500;2021
Wobb;2020;Marketing;Gurugram;The platform for marketers to find and work with influencers;Pre-seed;186000;2021
BASIC Home Loan;2020;Financial Services;Gurugram;BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.;Series A;3255000;2021
Fantasy Akhada;2020;sports;Gurugram;Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.;Series A;1860000;2021
PredictiVu;2020;Management Consulting;Gurugram;PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights;Pre-seed;1395000;2021
CashBook;2020;FinTech;Gurugram;CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.;Seed;2139000;2021
CuriousJr;2020;E-learning;Gurugram;CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.;Seed;930000;2021
FypMoney;2021;FinTech;Gurugram;FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.;Seed;1860000;2021
moEVing;2021;Logistics;Gurugram;Delivering clean, cost-effective and efficient mobility solutions.;Seed;930000;2021
Zorro;2021;Social network;Gurugram;Pseudonymous social network platform;Seed;29760000;2021
Perfora;2021;Consumer Goods;Gurugram;Building a disruptive, modern, and functional oral care brand for consumers in India and globally.;Pre-seed;241800;2021
NFTically;2021;NFT Marketplace;Gurugram;NFT Marketplace to buy or sell NFT tokens in minutes or set up your own NFT store, website, a storefront in minutes.;Seed;0;2021
EyeMyEye;2021;Eyewear;Gurugram;Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.;Pre-series A;1860000;2021
NFTically;2021;NFT;Gurugram;NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.;Seed;930000;2021
Sourcewiz;2021;Information Technology & Services;Gurugram;Building a platform for exporters to digitize their workflows and help them grow and manage their business.;Seed;2790000;2021
MYBYK;2014;Rental;Ahmadabad;MYBYK is an app that provides premium bicycle sharing and rental service.;Pre-series A;930000;2021
Optimized Electrotech;2017;Aeorspace;Ahmadabad;Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection;Pre-series A;1674000;2021
Ninety One;2015;Consumer Goods;Ahmedabad;Ninety One makes cycles, which the company claims are affordable and different from the ones available in the market.;Series A;27900000;2021
NewsReach;2018;Media;Ahmedabad;NewsReach is a Mumbai based company that wants to create a disruptive ecosystem of original and local news content.;Seed;279000;2021
Ishitva;2018;Computer Software;Ahmedabad;Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.;Pre-series A;930000;2021
RENEE Cosmetics;2019;Cosmetics;Ahmedabad;RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.;Pre-series A;1395000;2021
Hubilo;2020;Software Startup;Ahmedabad;Hubilo is the leading hybrid event platform built for engagement and event excellence.;Series B;116250000;2021
MediBuddy;2000;EdTech;Bangalore;MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.;Debt;2790000;2021
MediBuddy;2000;HealthTech;Bangalore;MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.;Series B;37200000;2021
IBSFINtech;2006;Information Technology & Services;Bangalore;Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.;Pre-series A;930000;2021
VerSe Innovation;2007;Innovation Management;Bangalore;Owner of Dailyhunt App and I-Pay;Series H;930000000;2021
Stelis Biopharma;2007;BioTechnology;Bangalore;Stelis Biopharma is a vertically integrated biopharmaceutical company.;Series B;181350000;2021
ANSR;2008;Consulting;Bangalore;ANSR Consulting is providing end-to-end services for companies, setting up captive service centers.;Series B;13950000;2021
CropIn;2010;AgriTech;Bangalore;CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.;Series C;18600000;2021
Sea6 Energy;2010;Biotechnology;Bangalore;Sea6 Energy envisions a future where the abundant oceans will be our biomass farms of tomorrow - to provide solutions in energy, agriculture and food.;Series B;8370000;2021
BYJU'S;2011;EdTech;Bangalore;BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.;Series F;427800000;2021
Clear;2011;Computer Software;Bangalore;India’s leading FinTech SaaS platform;Series C;69750000;2021
Vedantu;2011;E-learning;Bangalore;Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.;Series E;93000000;2021
Exotel;2011;Telecommunications;Bangalore;Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.;Series C;32550000;2021
Pixuate;2012;Deeptech;Bangalore;Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.;Seed;930000;2021
Juspay;2012;FinTech;Bangalore;Enable frictionless payments for the billion Indians.;Series C;55800000;2021
HealthifyMe;2012;Healthcare;Bangalore;HealthifyMe is a revolutionary health and fitness application that is on a mission to transform a billion lives!;Series C;69750000;2021
MyDentalPlan;2014;Helathcare;Bangalore;My Dental Plan provides dental care packages and services.;Seed;651000;2021
Razorpay;2014;FinTech;Bangalore;Razorpay is a platform that enables businesses to accept, process, and disburse payments.;Series E;148800000;2021
Postman;2014;Computer software;Bangalore;Postman is the collaboration platform for API development.;Series D;209250000;2021
Log 9 Materials;2014;Deeptech;Bangalore;Log9 Materials is on a mission to make global energy 100% clean.;Series A+;7905000;2021
Enguru;2014;EdTech;Bangalore;Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.;Pre-series A;0;2021
Playo;2014;SportsTech;Bangalore;Playo is a one stop destination app for all things sports;Pre-series A;465000;2021
MoEngage;2014;Software Startup;Bangalore;Insights-led customer engagement platform for the customer-obsessed marketers & product owners.;Series D;27900000;2021
Skylark Drones;2014;Aviation;Bangalore;Enterprise drone solutions that help plan, build, and sustain the world we live in.;Pre-series A;2790000;2021
Voiro;2014;Advertisement;Bangalore;Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.;Pre-series A;1674000;2021
HealthPlix;2014;HealthCare;Bangalore;HealthPlix is a healthtech startup;Series B;12555000;2021
Wakefit;2014;Furniture;Bangalore;A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.;Series C;18600000;2021
NoBroker.com;2014;Real Estate;Bangalore;NoBroker is a disruptive force in the Real Estate Industry.;Series E;1953000;2021
Porter;2014;Logistics & Supply Chain;Bangalore;Porter is India's Largest Marketplace for Intra-City Logistics.;Series E;93000000;2021
BetterPlace;2014;Information Technology & Services;Bangalore;BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.;Series C;22320000;2021
HomeLane;2014;Interior Design;Bangalore;Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.;Series E;46500000;2021
Pitstop;2015;Automotive;Bangalore;Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.;Pre-series B;3255000;2021
Karnival;2015;SaaS startup;Bangalore;A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology;Seed;2325000;2021
TartanSense;2015;Information Technology;Bangalore;TartanSense unlocks value for small farm holders by working at the intersection of robotics and AI assisted computer vision.;Series A;4650000;2021
Smallcase;2015;FinTech;Bangalore;Smallcase is a new way to invest in the stock markets.;Series C;37200000;2021
Simpl;2015;Consumer Services;Bangalore;Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards;Series B;37200000;2021
CloudSEK;2015;Computer & Network Security;Bangalore;AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.;Series A;6510000;2021
Mohalla Tech;2015;Social media;Bangalore;Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.;Series G;247380000;2021
Jumbotail;2015;B2B Ecommerce;Bangalore;Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores;Series C;79050000;2021
Dunzo;2015;Delivery service;Bangalore;Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.;Series E;37200000;2021
Jumbotail;2015;Food and Beverages;Bangalore;Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.;Series B3;13299000;2021
90+ My Tuition App;2015;EdTech;Bangalore;Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.;Series A;4650000;2021
Eloelo;2015;Gaming;Bangalore;Creator-led Social Gaming & Live Streaming Platform;Pre-series A;1860000;2021
Dozee;2015;Healthcare;Bangalore;Dozee is India's only contactless health monitor that silently tracks your heart, respiration, sleep patterns, stress levels, cardiac contractions, apnea and more while you sleep.;Series A;4650000;2021
BlackBuck;2015;Logistics & Supply Chain;Bangalore;BlackBuck marks the beginning of a new path in trucking. A path that is organized and makes trucking simple for every shipper and trucker.;Series E;62310000;2021
Licious;2015;Food & Beverages;Bangalore;Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.;Series F;178560000;2021
Locus;2015;Logistics;Bangalore;Locus is an intelligent decision-making and automation platform for logistics.;Series C;46500000;2021
Jumbotail;2015;E-commerce;Bangalore;Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.;Debt;3720000;2021
Pathfndr.io;2015;SaaS startup;Bangalore;Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations;Pre-series A;0;2021
Treebo Hotels;2015;Hospitality;Bangalore;Treebo Hotels is India's most loved hotel chain in the premium-budget segment.;Series D;14880000;2021
Quizizz;2015;EdTech;Bangalore;Quizizz is a Education based startup;Series A;11625000;2021
Wysa;2015;AI company;Bangalore;Wysa is an AI conversational agent that has been shown to help improve mental health;Series A;4650000;2021
Rapido;2015;Transportation;Bangalore;Rapido is a bike taxi service that encourages people to offer bike rides to other people.;Series C;39990000;2021
Dogsee Chew;2015;Food & Beverages;Bangalore;100% Natural Dog Treats.;Pre-series A;6510000;2021
Slice;2015;Financial Services;Bangalore;Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards;Series B;204600000;2021
Licious;2015;Food & Beverages;Bangalore;Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.;Series G;48360000;2021
ZestMoney;2015;Financial Services;Bangalore;ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.;Series C;46500000;2021
Goodmylk;2015;Food & Beverages;Bangalore;Make plant-based food affordable and accessible in India.;Seed;930000;2021
PlayShifu;2016;EdTech;Bangalore;PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).;Series B;15810000;2021
Avanti Finance;2016;FinTech;Bangalore;Avanti Finance lends relatively large but trust-based loans without formal credit footprint.;Series A;24180000;2021
Zoko;2016;Tech Startup;Bangalore;Zoko makes it easy for businesses to do Sales, Marketing & Customer Support on WhatsApp.;Seed;130200000;2021
Syook;2016;Industrial Automation;Bangalore;Syook is building the next generation enterprise IOT platform.;Series A;930000;2021
Hashnode;2016;Computer software;Bangalore;The easiest way to start a blog on personal domain for free & connect with the readers through our dev community;Series A;6231000;2021
UptimeAI;2016;AI startup;Bangalore;Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures;Seed;1395000;2021
Maya;2016;HealthTech;Bangalore;Maya enables women to keep track of their health via a mobile application.;Seed;2046000;2021
Trell;2016;Social commerce;Bangalore;India's Largest Lifestyle Social Commerce platform. Empowering millions of storytellers & Micro-Entrepreneurs.;Series B;41850000;2021
Betterhalf.ai;2016;Matrimony;Bangalore;India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages;Pre-series A;2790000;2021
Clinikk;2016;Hospital & Health Care;Bangalore;Transforming health insurance by building India's first managed care model;Pre-series A;3720000;2021
Groww;2016;Finance;Bangalore;Groww is on a mission to democratize access to financial services for millions of Indians responsibly.;Series E;232500000;2021
Healofy;2016;Femtech;Bangalore;Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips;Series B;5580000;2021
Acko;2016;Insurance;Bangalore;ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.;Series D;237150000;2021
Nimble Growth Organics;2016;Farming;Bangalore;Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.;Seed;0;2021
Tummoc;2016;Mobility;Bangalore;Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.;Seed;502200;2021
Vahan;2016;Information Technology & Services;Bangalore;Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.;Series A;7440000;2021
Skit;2016;AI startup;Bangalore;Enabling enterprises to automate their contact centre operations using Voice AI.;Series B;21390000;2021
Cogos Technologies;2016;Logistics & Supply Chain;Bangalore;A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.;Pre-series A;1860000;2021
CoinSwitch Kuber;2017;FinTech;Bangalore;CoinSwitch Kuber is an India-based cryptocurrency exchange platform.;Series B;23250000;2021
Groww;2017;FinTech;Bangalore;Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.;Series D;77190000;2021
DusMinute;2017;Retail;Bangalore;DusMinute aims to transform how communities live by giving them access to world-class amenities at their doorstep.;Pre-series A;1023000;2021
AyuRythm;2017;Healthcare;Bangalore;AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.;Seed;0;2021
Metadome;2017;Computer Software;Bangalore;Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.;Pre-series A;3720000;2021
Kutuki;2017;EdTech;Bangalore;Kutuki is a learning platform focused on children between the ages of three and seven.;Seed;1860000;2021
Phable;2017;HealthTech;Bangalore;Mobile App for Patients and Doctors;Series A;11160000;2021
Headfone;2017;Social audio;Bangalore;Headfone helps create and share the audio content with listeners.;Seed;2790000;2021
CoinSwitch Kuber;2017;Cryptocurrency;Bangalore;Coinswitch.co is a cryptocurrency exchange aggregator platform.;Series A;13950000;2021
Edvizo;2017;Consumer Services;Bangalore;Edvizo is an online marketplace to help students and parents find, compare and enroll in the best and trusted private institutes in their locality;Pre-series A;930000;2021
Mynvax;2017;Biotechnology;Bangalore;Mynvax is a pre-clinical stage vaccine biotechnology. Current develop programs include a recombinant vaccine for human influenza and COVID19.;Series A;3720000;2021
Ola Electric;2017;Automotive;Bangalore;Ola Electric - The future of mobility is here.  Charging ahead to accelerate the world’s transition to sustainable mobility.;Debt;93000000;2021
Ati Motors;2017;Automotive;Bangalore;Autonomous industrial vehicle maker;Pre-series A;32550000;2021
Vahak;2017;Transportation;Bangalore;Building India's Largest & Most Trusted Online Transport Marketplace & Directory;Pre-series A;4650000;2021
saarthi.ai;2017;AI startup;Bangalore;Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.;Seed;0;2021
Avail Finance;2017;FinTech;Bangalore;Avail is a mobile-first platform aiming to financially include the urban mass of India.;Debt;2790000;2021
CoinSwitch Kuber;2017;Crypto;Bangalore;CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.;Series C;241800000;2021
Open Financial Technologies;2017;Financial Services;Bangalore;Open is Asia’s first neobanking platform for SMEs and startups.;Series C;83700000;2021
AnKa SumMor;2017;Sales and Distribution;Bangalore;AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.;Pre-series A;930000;2021
Spottabl;2017;Human Resources;Bangalore;Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.;Seed;372000;2021
Cloudphysician;2017;Hospital & Health Care;Bangalore;Cloudphysician is a healthtech company that is transforming the delivery of critical care.;Pre-series A;3720000;2021
Avanti Finance;2017;Financial Services;Bangalore;A digital platform to make financial services accessible to 100 million unserved and underserved households across India;Series A2;13950000;2021
MFine;2017;Hospital & Health Care;Bangalore;MFine aims to make access to trusted healthcare simple, fast, and effective.;Series C;44640000;2021
Manch Technologies;2017;Information Technology & Services;Bangalore;A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.;Pre-series A;930000;2021
BharatAgri;2017;AgriTech;Bangalore;Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.;Series A;6045000;2021
